file_name,table_id,merged_group_id,order,anchor_page,pages,path_names,style,style_signature,confidence,col_count,row_count,has_separator,header_is_semantic,row_header_is_semantic,graphic_only,has_graphic,sparse,prev_text,next_text,notes,table_path
1110921新興科技資通安全自律規範及修正對照表.md,1110921新興科技資通安全自律規範及修正對照表_table_19,1110921新興科技資通安全自律規範及修正對照表_table_19,19,19,[19],第十二條,僅欄名,僅欄名|cols=9|header=1|row_header=0|graphic=0,0.74,9,2,1,1,0,0,0,1,、,、,表格偏稀疏,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\1110921新興科技資通安全自律規範及修正對照表\1110921新興科技資通安全自律規範及修正對照表_table_19.md
1110921新興科技資通安全自律規範及修正對照表.md,1110921新興科技資通安全自律規範及修正對照表_table_20,1110921新興科技資通安全自律規範及修正對照表_table_19,20,20,[20],第十二條,僅欄名,僅欄名|cols=9|header=1|row_header=0|graphic=0,0.62,9,1,1,1,0,0,0,1,、,、,表格偏稀疏 | 資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\1110921新興科技資通安全自律規範及修正對照表\1110921新興科技資通安全自律規範及修正對照表_table_20.md
1110921新興科技資通安全自律規範及修正對照表.md,1110921新興科技資通安全自律規範及修正對照表_table_21,1110921新興科技資通安全自律規範及修正對照表_table_19,21,21,[21],第十二條,僅欄名,僅欄名|cols=9|header=1|row_header=0|graphic=0,0.74,9,3,1,1,0,0,0,1,、,,表格偏稀疏,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\1110921新興科技資通安全自律規範及修正對照表\1110921新興科技資通安全自律規範及修正對照表_table_21.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,1,2,[2],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,(含金融消費者保護之管理),(含金融消費者保護之管理),資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_2,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,2,3,[3],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,(含金融消費者保護之管理),(含金融消費者保護之管理),資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_2.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_3,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,3,4,[4],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,(含金融消費者保護之管理),(含金融消費者保護之管理),資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_3.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_4,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,4,5,[5],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,(含金融消費者保護之管理),融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_4.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_5,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,5,6,[6],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_5.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_6,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,6,7,[7],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_6.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_7,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,7,8,[8],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_7.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_8,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,8,9,[9],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_8.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_9,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,9,10,[10],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_9.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_10,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,10,11,[11],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_10.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_11,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,11,12,[12],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_11.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_12,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,12,13,[13],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_12.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_13,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,13,14,[14],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_13.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_14,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,14,15,[15],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_14.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_15,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,15,16,[16],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_15.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_16,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,16,17,[17],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_16.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_17,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,17,18,[18],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_17.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_18,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,18,19,[19],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_18.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_19,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,19,20,[20],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_19.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_20,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,20,21,[21],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_20.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_21,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,21,22,[22],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_21.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_22,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,22,23,[23],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_22.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_23,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,23,24,[24],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_23.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_24,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,24,25,[25],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_24.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_25,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,25,26,[26],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_25.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_26,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,26,27,[27],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_26.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_27,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,27,28,[28],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_27.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_28,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,28,29,[29],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_28.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_29,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,29,30,[30],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_29.md
2.FCM內控CA---壹、業務及收入循環 ---114.04.md,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_30,2.FCM內控CA---壹、業務及收入循環 ---114.04_table_1,30,31,[31],壹、,僅欄名,僅欄名|cols=4|header=1|row_header=0|graphic=0,0.7,4,1,1,1,0,0,0,0,融,融,資料列過少，分類信心偏低,C:\Users\user\Desktop\大三下\EY\法規資料_md_clean\tables\2.FCM內控CA---壹、業務及收入循環 ---114.04\2.FCM內控CA---壹、業務及收入循環 ---114.04_table_30.md
